Province_State,Country_Region,Confirmed,Deaths,Incident_Rate,Date
Goias,Brazil,338076,7282,4815.5735661096605,2021-01-23
Maranhao,Brazil,205396,4644,2903.049406085865,2021-01-23
Mato Grosso,Brazil,207747,4954,5929.115106877209,2021-01-23
Mato Grosso do Sul,Brazil,156459,2812,5612.5507649192905,2021-01-23
Minas Gerais,Brazil,686682,14148,3243.8413700621827,2021-01-23
Para,Brazil,318777,7499,3695.0016070227766,2021-01-23
Paraiba,Brazil,182907,3968,4552.04626434157,2021-01-23
Parana,Brazil,522169,9355,4566.826690007668,2021-01-23
Pernambuco,Brazil,250165,10177,2617.590682333531,2021-01-23
Piaui,Brazil,155362,3004,4738.595887178005,2021-01-23
Rio Grande do Norte,Brazil,135774,3247,3846.211974097574,2021-01-23
Rio Grande do Sul,Brazil,527182,10299,4633.654966727868,2021-01-23
Rio de Janeiro,Brazil,500185,28812,2897.113532318062,2021-01-23
Rondonia,Brazil,116133,2097,6534.513075159307,2021-01-23
Roraima,Brazil,72313,821,11906.84114692098,2021-01-23
Santa Catarina,Brazil,557774,6097,7784.93376217133,2021-01-23
Sao Paulo,Brazil,1694355,51423,3689.873890898742,2021-01-23
Sergipe,Brazil,132337,2719,5757.04660381364,2021-01-23
Tocantins,Brazil,99485,1347,6312.68016474385,2021-01-23
Acre,Brazil,46429,850,5264.446926360786,2021-01-24
Alagoas,Brazil,114169,2683,3420.940582622716,2021-01-24
Amapa,Brazil,75249,1025,8897.509964752386,2021-01-24
Amazonas,Brazil,249713,7146,6025.024869727986,2021-01-24
Bahia,Brazil,565320,9857,3800.965288658746,2021-01-24
Ceara,Brazil,363967,10332,3967.892083269547,2021-01-24
Distrito Federal,Brazil,270171,4476,8960.09906913747,2021-01-24
Espirito Santo,Brazil,285654,5668,7107.884488572033,2021-01-24
Goias,Brazil,338155,7286,4817.311865431695,2021-01-24
Maranhao,Brazil,205481,4649,2904.2507887784072,2021-01-24
Mato Grosso,Brazil,208088,4968,5938.84400077372,2021-01-24
Mato Grosso do Sul,Brazil,156711,2819,5630.075142516012,2021-01-24
Minas Gerais,Brazil,690853,14279,3263.544904383061,2021-01-24
Para,Brazil,319545,7530,3705.47486215348,2021-01-24
Paraiba,Brazil,183726,3980,4572.4288953534815,2021-01-24
Parana,Brazil,523990,9395,4582.75293496381,2021-01-24
Pernambuco,Brazil,250702,10193,2623.2095586608075,2021-01-24
Piaui,Brazil,155723,3012,4746.447466063307,2021-01-24
Rio Grande do Norte,Brazil,137024,3257,3871.676400465032,2021-01-24
Rio Grande do Sul,Brazil,528045,10311,4641.240286856943,2021-01-24
Rio de Janeiro,Brazil,501202,28833,2903.004081739511,2021-01-24
Rondonia,Brazil,117101,2111,6588.980010972162,2021-01-24
Roraima,Brazil,72462,821,11937.546326026271,2021-01-24
Santa Catarina,Brazil,558975,6124,7801.6962958289905,2021-01-24
Sao Paulo,Brazil,1699427,51502,3700.919415818041,2021-01-24
Sergipe,Brazil,132829,2727,5778.45004298089,2021-01-24
Tocantins,Brazil,99623,1348,6325.077915092576,2021-01-24
Acre,Brazil,46539,854,5276.919500870245,2021-01-25
Alagoas,Brazil,114836,2692,3440.926457672943,2021-01-25
Amapa,Brazil,75400,1032,8915.364341616898,2021-01-25
Amazonas,Brazil,250935,7232,6054.509039117676,2021-01-25
Bahia,Brazil,566743,9886,3810.5329204527056,2021-01-25
Ceara,Brazil,365640,10363,3985.5879461388745,2021-01-25
Distrito Federal,Brazil,271319,4490,8998.17197012007,2021-01-25
Espirito Santo,Brazil,287205,5716,7144.090677217474,2021-01-25
Goias,Brazil,340899,7295,4836.874856982136,2021-01-25
Maranhao,Brazil,205621,4653,2906.2295367425936,2021-01-25
Mato Grosso,Brazil,209004,4993,5965.074705851628,2021-01-25
Mato Grosso do Sul,Brazil,157758,2839,5639.143198274479,2021-01-25
Minas Gerais,Brazil,693550,14305,3276.2853580065107,2021-01-25
Para,Brazil,320894,7544,3714.402120688864,2021-01-25
Paraiba,Brazil,184907,3991,4601.8206990470935,2021-01-25
Parana,Brazil,525860,9507,4599.107727972039,2021-01-25
Pernambuco,Brazil,251291,10200,2629.37253474417,2021-01-25
Piaui,Brazil,156149,3020,4757.476337571455,2021-01-25
Rio Grande do Norte,Brazil,137640,3273,3881.856467893008,2021-01-25
Rio Grande do Sul,Brazil,528950,10360,4649.194765091953,2021-01-25
Rio de Janeiro,Brazil,501436,28856,2904.359429394004,2021-01-25
Rondonia,Brazil,118097,2128,6645.0224366639,2021-01-25
Roraima,Brazil,72656,835,11962.143485632125,2021-01-25
Santa Catarina,Brazil,561382,6163,7835.291148879772,2021-01-25
Sao Paulo,Brazil,1702294,51556,3707.163012021438,2021-01-25
Sergipe,Brazil,133655,2736,5814.383459143793,2021-01-25
Tocantins,Brazil,100204,1353,6333.85170764706,2021-01-25
Acre,Brazil,46774,856,5303.56545550409,2021-01-26
Alagoas,Brazil,115383,2701,3457.3166730439684,2021-01-26
Amapa,Brazil,75641,1036,8943.860400056283,2021-01-26
Amazonas,Brazil,254460,7424,6139.559527741781,2021-01-26
Bahia,Brazil,570092,9920,3833.050136811084,2021-01-26
Ceara,Brazil,366789,10380,4003.907982389113,2021-01-26
Distrito Federal,Brazil,272375,4505,9033.193732696398,2021-01-26
Espirito Santo,Brazil,288360,5747,7173.25469996143,2021-01-26
Goias,Brazil,342816,7318,4877.325937107191,2021-01-26
Maranhao,Brazil,205920,4657,2910.4555770375346,2021-01-26
Mato Grosso,Brazil,210567,5019,6009.643945442429,2021-01-26
Mato Grosso do Sul,Brazil,158340,2848,5676.818810890015,2021-01-26
Minas Gerais,Brazil,699257,14328,3303.2448570161614,2021-01-26
Para,Brazil,323290,7552,3730.0829432985406,2021-01-26
Paraiba,Brazil,186033,4003,4629.843705786303,2021-01-26
Parana,Brazil,532689,9584,4658.833333027228,2021-01-26
Pernambuco,Brazil,253415,10222,2651.596917088928,2021-01-26
Piaui,Brazil,156875,3031,4770.491016968881,2021-01-26
Rio Grande do Norte,Brazil,138471,3276,3899.25098086518,2021-01-26
Rio Grande do Sul,Brazil,532944,10443,4684.299943070547,2021-01-26
Rio de Janeiro,Brazil,505596,29043,2928.454498807207,2021-01-26
Rondonia,Brazil,119336,2149,6714.737863804527,2021-01-26
Roraima,Brazil,72921,837,11994.169317602156,2021-01-26
Santa Catarina,Brazil,564163,6205,7874.105974943013,2021-01-26
Sao Paulo,Brazil,1715253,51838,3735.384415300064,2021-01-26
Sergipe,Brazil,134003,2746,5829.522477091359,2021-01-26
Tocantins,Brazil,100709,1359,6370.7906458655725,2021-01-26
Acre,Brazil,47119,858,5342.683984647395,2021-01-27
Alagoas,Brazil,115946,2710,3474.1863097055543,2021-01-27
Amapa,Brazil,75940,1040,8979.214431066142,2021-01-27
Amazonas,Brazil,257606,7560,6215.465580851407,2021-01-27
Bahia,Brazil,574062,9952,3859.742686510325,2021-01-27
Ceara,Brazil,367722,10423,4021.702398950162,2021-01-27
Distrito Federal,Brazil,273427,4508,9068.082837081149,2021-01-27
Espirito Santo,Brazil,289606,5777,7203.812225498613,2021-01-27
Goias,Brazil,345682,7344,4884.564101497303,2021-01-27
Maranhao,Brazil,206290,4662,2915.6851252285983,2021-01-27
Mato Grosso,Brazil,212226,5043,6056.939571228418,2021-01-27
Mato Grosso do Sul,Brazil,159131,2871,5697.761701570285,2021-01-27
Minas Gerais,Brazil,707649,14544,3342.8881224251304,2021-01-27
Para,Brazil,325562,7564,3757.934130083408,2021-01-27
Paraiba,Brazil,187246,4014,4660.031900435203,2021-01-27
Parana,Brazil,535961,9652,4687.449847852323,2021-01-27
Pernambuco,Brazil,255483,10251,2673.235345850209,2021-01-27
Piaui,Brazil,157469,3039,4792.670963547594,2021-01-27
Rio Grande do Norte,Brazil,138933,3280,3922.51970641484,2021-01-27
Rio Grande do Sul,Brazil,536746,10512,4717.717541136299,2021-01-27
Rio de Janeiro,Brazil,509113,29230,2948.8252582125524,2021-01-27
Rondonia,Brazil,121005,2167,6808.648314085161,2021-01-27
Roraima,Brazil,73238,843,12037.915943746792,2021-01-27
Santa Catarina,Brazil,567112,6228,7915.265601717734,2021-01-27
Sao Paulo,Brazil,1731294,52170,3770.317630053706,2021-01-27
Sergipe,Brazil,134556,2755,5853.579594691947,2021-01-27
Tocantins,Brazil,101120,1366,6402.897640358428,2021-01-27
Acre,Brazil,47461,860,5381.462352667713,2021-01-28
Alagoas,Brazil,116379,2719,3487.160648381339,2021-01-28
Amapa,Brazil,76311,1048,9023.081807335902,2021-01-28
Amazonas,Brazil,259458,7673,6260.150263101576,2021-01-28
Bahia,Brazil,577707,9987,3884.250077858873,2021-01-28
Ceara,Brazil,369245,10449,4032.82801570464,2021-01-28
Distrito Federal,Brazil,274601,4519,9107.018016308995,2021-01-28
Espirito Santo,Brazil,290775,5796,7231.508093513991,2021-01-28
Goias,Brazil,347895,7427,4935.40223248927,2021-01-28
Maranhao,Brazil,206680,4669,2921.19735170026,2021-01-28
Mato Grosso,Brazil,213734,5069,6099.758183893888,2021-01-28
Mato Grosso do Sul,Brazil,159881,2885,5726.225321034363,2021-01-28
Minas Gerais,Brazil,715967,14699,3382.181816618625,2021-01-28
Para,Brazil,327281,7578,3784.343936583917,2021-01-28
Paraiba,Brazil,188290,4025,4686.014155351486,2021-01-28
Parana,Brazil,540452,9879,4726.727588707916,2021-01-28
Pernambuco,Brazil,256977,10279,2688.8677503808435,2021-01-28
Piaui,Brazil,157775,3045,4810.81819256654,2021-01-28
Rio Grande do Norte,Brazil,139761,3294,3935.522817751414,2021-01-28
Rio Grande do Sul,Brazil,540157,10567,4747.6984530253785,2021-01-28
Rio de Janeiro,Brazil,512791,29417,2970.1285431408605,2021-01-28
Rondonia,Brazil,121975,2192,6863.227784889364,2021-01-28
Roraima,Brazil,73654,849,12090.24681351226,2021-01-28
Santa Catarina,Brazil,569676,6264,7951.051726861981,2021-01-28
Sao Paulo,Brazil,1746070,52481,3802.495996813872,2021-01-28
Sergipe,Brazil,135385,2760,5889.64351963026,2021-01-28
Tocantins,Brazil,101666,1371,6428.964705194212,2021-01-28
Acre,Brazil,47936,861,5435.321197140379,2021-01-29
Alagoas,Brazil,116773,2728,3498.966397661383,2021-01-29
Amapa,Brazil,76688,1057,9067.658629043986,2021-01-29
Amazonas,Brazil,261574,7793,6311.20468407423,2021-01-29
Bahia,Brazil,581880,10021,3912.3075110817786,2021-01-29
Ceara,Brazil,370300,10465,4043.3842111291647,2021-01-29
Distrito Federal,Brazil,275688,4533,9143.067879870048,2021-01-29
Espirito Santo,Brazil,292388,5820,7272.815497741779,2021-01-29
Goias,Brazil,350257,7480,4977.192657993598,2021-01-29
Maranhao,Brazil,207145,4678,2927.769621724165,2021-01-29
Mato Grosso,Brazil,215555,5095,6151.4734251962855,2021-01-29
Mato Grosso do Sul,Brazil,160623,2898,5753.213582220277,2021-01-29
Minas Gerais,Brazil,721967,14819,3410.525428684142,2021-01-29
